Y,CustomerID,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,P61,P62,P63,P64,P65,P66,P67,P68,P69,P70,P71,P72,P73,P74,P75,P76,P77,P78,P79,P80,P81,P82,P83,P84,P85,P86,P87,P88,P89,P90,P91,P92,P93,P94,P95,P96,P97,P98,P99,P100
0,16902,2288,604,779,316,307,2492,300,294,1510,1231,652,2311,1220,1366,1304,1477,862,789,1039,1057,990,1242,1528,1014,1039,509,274,1491,2056,1948,2784,2848,1020,773,47,679,2882,2725,1826,2674,616,429,1237,781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16903,3286,2584,351,587,382,1902,475,120,42,1064,271,73,145,358,272,783,389,73,665,378,1743,271,1505,2084,975,606,415,637,623,2778,1752,415,438,1498,2092,587,732,732,8,120,109,1498,1397,2084,87,42,358,1290,1665,363,92,1820,1516,398,62,1155,195,748,136,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16906,310,548,664,1716,1683,1631,2772,2335,755,367,121,93,258,2,24,29,2335,66,670,1,827,511,402,1631,218,303,4,121,93,1,511,135,664,906,2856,116,423,1021,888,755,135,163,135,2122,1008,199,276,775,1398,1476,1667,907,343,42,18,316,732,732,1006,1323,905,3,234,47,86,898,86,1346,1323,62,1648,872,907,455,825,64,55,775,748,1295,1852,761,739,27,310,343,27,1116,42,731,886,831,873,,,,,,,
0,16909,1844,1028,569,193,1844,1393,1177,328,142,71,150,315,1203,270,897,1356,562,394,1086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16913,489,1513,572,1045,2469,1500,1733,2106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16914,721,665,46,73,665,248,352,150,282,42,270,939,732,475,732,732,83,76,1083,46,73,665,230,1397,206,721,1589,1523,732,475,1116,150,187,282,835,1083,5,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16915,92,906,1178,548,2561,2150,34,1180,1368,1032,2012,2302,1020,684,717,616,773,42,2740,34,317,429,717,616,773,684,822,4,659,296,193,807,906,548,1178,2913,1387,2404,876,2432,70,935,1730,1777,1489,840,2131,1791,2403,3321,1242,42,296,354,2536,193,3956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16917,740,79,827,230,480,655,640,774,644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16921,975,760,2361,991,1156,222,1398,617,1321,1229,2747,186,912,142,665,1721,678,2151,2905,1784,2427,2542,1398,741,378,2500,47,1765,686,1160,47,1765,2626,1333,1451,1540,1211,469,228,23,3559,12,904,2151,273,1946,1377,975,1495,1721,1138,1077,686,47,233,1256,577,344,1765,1784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16924,1255,390,87,236,1946,686,335,375,488,363,1157,137,131,110,54,200,328,115,807,830,1177,512,806,844,512,193,830,806,1177,844,2815,62,2113,975,1388,186,2258,23,67,74,426,9,298,25,459,346,1125,657,115,71,67,54,108,46,73,2113,1988,1600,1600,1335,2141,963,1233,1498,92,1731,1424,1342,365,2753,203,284,253,104,53,103,9,23,186,54,200,108,67,115,328,55,283,44,193,,,,,,,,,,,
0,16926,594,431,1263,1442,2560,916,1581,126,678,348,153,805,86,654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16927,2686,1469,96,4,645,1469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16929,55,3,399,426,9,277,214,41,168,485,374,155,317,234,41,214,162,255,186,629,75,963,3045,201,1461,159,224,629,41,214,485,495,44,495,186,233,168,1022,649,2430,74,162,57,1965,55,185,155,201,244,283,168,233,122,113,3,9,23,30,60,1306,1845,1270,185,44,2162,3,5,197,30,168,233,453,154,115,168,277,495,,,,,,,,,,,,,,,,,,,,,,,
0,16930,62,1160,1106,75,32,1582,199,145,1765,169,176,38,26,715,1765,240,85,2194,1027,1323,1025,905,2287,1784,174,162,404,42,857,1784,2287,1554,2861,3365,2626,1582,1974,1551,1461,413,72,1248,686,1754,87,85,905,1323,2666,578,309,329,114,2945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16932,2560,618,1806,42,5,19,9,1500,452,970,933,293,196,2132,1828,2880,931,1391,87,205,62,1,2576,87,82,269,593,750,1391,9,1,476,760,975,25,9,74,870,516,768,168,635,87,2243,161,114,48,1,1833,62,42,2905,1751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16933,348,101,800,1192,365,92,3397,804,536,1830,743,142,3753,2864,2556,470,625,680,1779,897,286,17,53,1177,1215,42,348,645,101,260,891,1228,1510,1194,1194,176,1189,740,1805,1754,580,290,903,42,882,1007,1075,984,1194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16934,2487,958,2785,2571,2229,1680,3491,2785,1496,671,622,351,142,766,493,970,108,200,142,114,485,649,77,1833,1623,1,1664,1890,2584,465,602,1893,489,952,1040,552,132,3014,183,164,1225,2171,1182,933,1667,678,140,1898,1641,2141,1940,1225,535,1343,1081,13,43,1554,537,116,1252,1438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16936,59,9,23,74,1476,750,1369,1539,104,378,1273,415,207,941,622,162,174,1038,682,30,16,738,1160,589,1106,205,87,1174,1074,1090,816,834,960,1230,586,1071,62,1047,1160,1137,502,638,451,273,1431,619,400,519,129,1595,278,765,141,855,854,6,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16943,1237,736,526,950,275,450,565,764,133,72,1397,1096,827,889,480,382,1114,230,190,277,10,1397,1096,827,889,275,450,230,3588,3470,1397,1096,889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16947,345,6,220,230,816,588,614,926,1531,186,142,290,1338,1256,755,761,459,346,1221,101,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16948,265,179,36,355,370,355,656,370,318,303,1958,347,313,179,949,864,421,656,994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16949,140,1187,1156,31,345,1418,406,1622,403,569,637,6,496,51,149,973,2811,666,370,320,743,353,272,41,170,214,334,569,637,51,63,2318,1947,117,1013,1075,402,4,1139,2061,148,991,3335,2710,1173,2277,563,2559,1062,172,2724,1736,2724,1747,1291,283,1924,1864,1482,636,1017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16950,396,2718,1056,58,552,997,132,1,191,140,559,40,231,1222,7,1248,1582,1974,1,232,101,2646,485,40,1182,907,22,763,1071,100,1583,241,1086,159,224,1307,138,452,1212,224,803,1033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16951,1873,284,253,484,720,1274,682,924,1526,509,1008,1382,1934,1634,1780,1884,1485,1319,1557,740,1189,868,138,1602,903,648,382,1114,122,1487,177,97,68,254,499,446,1002,1700,322,129,170,2109,1860,938,1553,586,674,960,330,36,8,179,265,235,707,435,1109,323,421,173,1154,1970,864,949,1234,957,109,709,1607,1535,129,1002,499,215,1319,1634,924,682,530,707,1234,957,109,709,1607,786,786,,,,,,,,,,,,,
0,16952,2149,690,2605,529,703,195,2170,1826,1627,40,96,12,79,1750,791,2415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16953,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16954,177,323,104,1245,744,1818,344,210,20,1590,152,173,59,152,1316,808,1889,41,80,152,1053,1053,808,1004,1053,1328,1590,293,381,428,100,97,8,109,52,238,60,120,41,1954,1224,4,218,1293,2336,1889,152,744,1590,488,305,1316,52,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16955,475,993,2631,1039,1564,152,1039,1060,424,447,1116,904,847,1060,318,303,303,318,847,904,447,424,183,326,2349,487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16956,200,951,182,1387,2104,679,196,257,41,39,214,567,339,833,207,13,679,1387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16957,4,2742,1880,2459,533,705,1527,1386,1714,1470,2468,2672,230,220,215,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16959,1217,144,51,71,54,1046,489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16961,1949,1056,2171,1414,576,470,45,211,290,142,20,2224,31,2243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16963,471,416,157,555,39,1848,1295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16965,156,3157,3505,3059,3431,140,830,2072,3654,3429,1469,3024,656,3484,3055,3532,1197,1739,1777,1277,1435,1698,2996,3149,2723,3145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16966,661,156,257,484,257,284,253,739,254,257,284,484,661,253,327,739,257,284,484,253,327,739,254,257,484,253,327,484,661,661,661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16967,92,31,130,137,387,782,45,131,110,170,1692,1227,1267,533,705,420,698,636,427,132,564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16968,1022,2318,649,2075,2047,691,878,2001,1279,934,1623,1773,367,498,1529,1807,71,255,1175,419,1589,485,208,297,453,721,403,820,1370,807,806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16969,1206,857,941,848,817,41,214,39,1429,1811,68,129,318,303,8,122,808,1207,744,306,1831,1752,270,435,395,641,1319,109,370,676,1274,1607,656,179,36,265,123,1475,2218,2567,544,1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16971,2277,1517,457,943,534,297,943,463,1273,921,351,1350,145,476,477,638,502,273,1055,1665,592,691,823,777,1,961,937,294,153,785,922,790,225,1622,126,232,2161,721,73,46,665,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16976,365,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16978,848,622,1243,43,452,970,47,1273,72,100,562,1836,2965,688,354,1423,1703,777,455,1118,497,248,196,1070,274,1,10,429,1638,1323,164,78,169,1262,1648,86,805,101,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16979,575,715,681,571,351,84,1514,127,292,284,206,212,1350,575,212,317,126,84,715,571,105,150,315,125,67,186,867,115,2,130,15,71,212,121,67,38,46,1102,665,73,708,323,97,62,317,785,438,575,515,867,2037,332,351,375,335,236,571,3092,168,233,323,378,150,315,16,1539,571,189,101,67,71,31,796,260,13,121,2,101,1797,1336,212,369,260,206,38,126,303,318,84,916,96,,,,,,,,,
0,16980,1150,112,582,72,464,20,596,2796,1482,1482,126,296,140,175,774,355,370,1200,149,464,43,308,24,601,658,29,694,252,694,202,433,1758,601,1195,596,433,268,541,29,66,402,688,95,270,202,2187,2187,1315,300,312,967,1468,2261,2261,208,2249,95,1797,400,519,8,388,122,109,52,60,173,258,129,959,36,14,1675,1082,1399,940,42,1291,2248,308,79,238,60,808,52,122,8,,,,,,,,,,,,,
0,16982,142,115,286,282,187,21,61,20,793,158,65,841,264,159,224,534,324,128,449,1465,972,911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16986,3,44,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16988,584,2584,1220,167,62,1826,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16989,1091,1091,1091,774,633,911,1096,650,655,640,911,911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16990,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16992,316,947,730,671,1,92,2857,832,796,108,54,46,608,485,329,177,97,225,501,307,1225,1796,7,1603,138,1300,1196,105,108,71,54,67,150,723,529,7,871,1336,8,1887,363,2719,2114,1667,980,2800,880,183,310,122,52,373,1075,168,1967,708,1224,1786,2121,1573,1587,316,779,4,1473,1012,988,2160,1897,670,100,138,14,230,348,86,50,158,3,62,153,86,1840,2063,826,576,173,122,270,46,8,120,1327,442,2354,,,,,
0,16995,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16996,176,176,6,38,10,41,23,19,10,6,41,214,562,1757,4,80,38,38,10,723,365,23,19,214,41,80,4,6,10,80,41,23,6,23,19,41,214,10,38,10,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16997,1150,112,3,99,3,111,55,57,57,1150,55,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16998,298,298,298,298,298,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16999,402,87,484,626,284,514,284,749,312,484,45,137,661,931,39,257,317,32,205,491,22,4,688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17002,1024,382,480,802,79,727,1256,517,764,565,333,508,903,723,1138,1132,1315,382,480,253,37,136,1742,129,79,508,333,1338,1550,802,137,257,911,567,379,782,378,530,339,720,245,127,104,412,92,224,255,186,802,412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17004,681,2150,1955,2136,1224,1420,1648,1323,57,55,48,88,111,91,2072,358,69,28,383,1301,432,264,102,146,148,89,105,187,105,457,282,1372,981,48,1913,1624,1650,1275,99,91,12,88,55,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17006,257,758,177,115,142,108,100,881,572,1310,1091,519,400,1224,1103,667,721,142,67,759,412,1344,1713,545,667,1118,1758,142,1224,455,1811,126,1224,311,1256,787,340,187,631,1241,67,142,356,477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17007,390,2360,2247,3043,1003,340,521,599,796,1223,1296,812,390,472,237,313,698,448,39,451,259,1272,427,588,571,454,3043,92,924,788,725,997,276,228,1038,924,473,214,446,501,827,167,664,123,422,356,470,936,1550,560,1812,1086,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17010,45,312,836,613,733,34,16,65,674,330,213,836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17011,4,479,1227,1267,707,211,127,105,154,219,199,428,60,879,618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17014,387,42,157,1865,527,895,516,768,870,22,129,16,1114,927,1066,229,1437,129,16,561,943,1286,848,728,742,634,697,415,738,453,664,14,68,855,1443,212,1641,1042,1298,970,415,1516,562,277,945,1102,1223,470,175,1776,1857,1829,1167,34,1670,339,42,1437,16,393,103,18,19,387,103,5,19,325,159,228,416,527,205,516,768,,,,,,,,,,,,,,,,,,,,,,,,,
0,17018,135,512,193,249,96,806,315,282,321,132,2502,2673,140,96,520,1133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17022,3,174,162,404,158,34,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17024,2465,1629,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17025,123,191,31,390,537,92,755,31,2659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17026,2,2133,728,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17029,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17030,2429,7,61,2249,275,1121,604,1524,162,434,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17031,87,85,32,75,51,144,5,18,25,37,136,167,149,244,283,3,53,5,9,25,23,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17033,317,326,1903,1407,647,1831,2796,2367,326,754,317,1289,926,1531,1567,2245,1980,1000,499,1262,168,233,673,771,1384,1831,1429,594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17034,145,476,2375,1422,116,70,84,2481,399,151,332,438,229,260,13,1811,290,443,208,1040,31,160,259,1422,145,31,365,818,535,684,571,476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17035,438,225,483,101,38,690,532,1836,1938,1847,2026,6,847,472,447,237,434,313,1847,2026,690,1938,6,176,363,123,824,550,29,66,24,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17037,14,20,199,651,429,7,192,113,343,942,831,886,731,873,21,117,375,22,236,158,335,129,275,450,1406,1320,627,262,1032,227,929,903,6,1531,926,437,534,159,65,324,406,1113,83,58,76,229,67,115,665,98,458,1232,56,928,674,771,998,1660,41,88,15,3,89,148,175,147,213,157,211,314,394,171,125,246,613,429,771,,,,,,,,,,,,,,,,,,,,,,,
0,17038,1972,945,743,2480,2556,1751,187,154,150,340,282,105,1464,736,369,397,526,895,1287,527,116,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17040,2,151,306,66,24,6,496,1037,331,241,113,335,1044,636,605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17041,1017,1909,791,953,115,54,255,118,142,380,384,1026,1982,202,368,1956,71,115,1215,677,1647,427,1017,1691,1385,461,1428,1394,1384,1428,1105,1356,236,155,201,383,158,335,375,1268,599,128,201,155,128,25,19,5,18,158,113,1016,8,375,335,7,1384,1105,651,235,793,358,1612,716,783,754,1774,690,529,202,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17042,981,729,1087,484,34,738,870,588,528,868,868,42,2478,1721,1470,1227,560,1100,1282,413,533,705,420,4,1146,334,957,1458,1234,768,516,446,353,359,355,370,1029,676,270,553,233,550,899,244,17,924,1526,59,1072,816,1045,170,981,1469,1400,1380,657,533,705,420,4,402,34,41,571,1094,393,580,533,4,402,1093,1526,170,1469,1045,446,729,1137,460,396,854,484,137,1843,645,420,533,705,710,2142,657,957,1526,1208,168,4,919,,
0,17044,442,1201,2718,755,315,118,255,442,92,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17045,3504,54,2409,489,1725,2845,236,120,1016,8,109,146,572,623,158,108,71,1190,489,2409,983,792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17046,641,1065,395,710,1188,290,103,32,630,779,879,60,8,52,319,144,888,84,520,1681,911,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17047,270,2,92,3,1541,84,512,760,1188,710,157,211,314,416,529,160,6,83,76,106,215,261,217,1,84,96,986,1561,1172,160,3470,3588,390,727,1,1165,117,343,316,2809,48,37,209,2560,324,929,280,255,67,54,71,189,398,31,1957,316,2253,2548,294,79,2,66,29,491,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17048,263,639,306,491,270,10,152,922,7,350,77,1,2610,76,58,2610,1182,117,343,21,14,362,83,76,250,229,258,880,300,593,219,125,171,1139,639,2021,1183,1158,1390,880,250,14,1048,111,55,216,12,1048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17051,342,149,22,1,1600,10,47,210,344,100,97,1766,754,260,8,173,109,122,60,13,43,765,278,141,204,1453,78,73,32,51,23,1676,30,361,374,155,18,19,5,32,144,149,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17052,688,34,146,1489,840,143,35,69,28,921,4,521,2097,1918,2266,1095,443,40,614,138,1064,222,921,933,1025,2266,1170,1360,36,457,238,8,297,430,432,319,238,52,162,928,890,449,1205,581,119,708,873,731,124,1095,174,162,375,158,34,222,921,375,487,36,890,487,1170,928,1360,49,124,430,432,702,1239,369,397,222,528,1064,652,1167,1794,599,762,455,234,320,930,462,1456,975,294,1955,199,56,,,,,,,,
0,17053,1,163,396,1359,1001,152,609,389,598,304,256,47,354,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17054,1092,996,152,446,719,172,883,1550,1623,2212,163,1196,754,1815,680,78,1048,123,193,10,496,172,1689,306,1019,909,713,681,588,614,528,553,364,270,491,396,1141,414,183,227,888,1126,459,346,306,126,520,140,96,777,346,459,1221,705,533,710,1188,96,183,813,126,163,883,172,207,1673,1273,114,1760,507,635,168,964,233,78,10,1616,1815,126,140,1689,1092,306,78,,,,,,,,,,,,,,,,
0,17058,230,220,116,876,70,6,669,123,872,735,789,862,990,1039,1366,1528,988,310,225,183,1401,795,300,4,677,1044,1522,636,1909,68,258,1057,1242,1304,1477,123,6,876,70,537,669,538,309,889,990,1366,498,483,320,16,432,383,776,115,286,351,6,70,116,662,1404,876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17060,2179,2773,79,687,723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17062,1494,134,599,31,1040,1198,974,454,478,452,898,889,827,547,1988,1959,119,1106,898,478,1201,354,120,60,52,238,173,122,305,454,156,1637,788,2918,1324,1621,1487,13,1081,1343,1988,1081,454,1201,452,1300,2181,1198,1198,212,13,1343,790,100,1487,1324,13,436,1988,2115,2445,31,77,1019,596,859,1774,1484,1269,212,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17063,1450,1894,17,87,3,53,88,46,1533,697,600,7,808,1207,429,92,524,666,41,44,104,100,210,1,1,87,477,356,3,733,7,697,1434,600,1430,860,770,850,737,1661,583,127,12,91,157,798,1396,2265,70,1541,141,278,1150,127,5,9,57,3,63,270,884,306,306,84,296,12,185,64,3,477,356,273,74,25,33,228,504,157,201,320,470,320,,,,,,,,,,,,,,,,,,
